index	wifi_id	ts	area	dwell_time
12196	3480	1483419009	1f-left-1	109
12197	3480	1483419011	1f-right-2	194
12200	3480	1483419018	1f-right-1	151
12202	3480	1483419028	1f-left-2	174
12206	3480	1483419037	1f-right-3	176
12834	4746	1483423444	out	19
12947	4746	1483424268	out	46
13000	4338	1483424643	out	64
13476	6732	1483429078	out	236
13600	33296	1483430540	out	1074
13638	33296	1483430791	in	804
13639	33296	1483430791	1f	804
13640	33296	1483430800	1f-left-3	358
13641	33296	1483430802	1f-left-2	352
13643	33296	1483430815	1f-right-2	324
13644	33296	1483430829	1f-left-1	297
13645	33296	1483430835	1f-right-3	325
13662	33296	1483430922	1f-right-1	205
13666	33296	1483430952	2f-stair	153
13667	33296	1483430952	2f	153
13668	33296	1483430969	2f-left-1	78
13669	33296	1483430971	2f-right-2	42
13670	33296	1483430972	2f-left-2	69
13671	33296	1483430974	2f-right-1	72
14256	22951	1483435903	out	96
14409	40672	1483437063	out	68
16149	22951	1483491061	out	726
16233	22951	1483492665	out	915
16262	22951	1483493244	in	262
16263	22951	1483493246	1f	258
16264	22951	1483493254	1f-right-3	240
16265	22951	1483493265	1f-left-3	233
16266	22951	1483493265	2f	88
16267	22951	1483493272	1f-left-2	226
16268	22951	1483493275	1f-right-2	211
16269	22951	1483493278	1f-right-1	132
16270	22951	1483493347	1f-left-1	70
16457	22951	1483497180	out	11
16526	262507	1483497581	out	21
16641	125927	1483498848	out	64
16659	3480	1483499224	out	7
16775	3480	1483501180	out	268
16778	3480	1483501204	in	244
16779	3480	1483501215	1f	233
16780	3480	1483501217	1f-right-3	207
16781	3480	1483501218	1f-left-3	203
16787	3480	1483501231	1f-left-2	188
16788	3480	1483501236	1f-right-2	179
16791	3480	1483501342	1f-left-1	49
16792	3480	1483501366	1f-right-1	43
16887	3480	1483502321	out	461
16900	3480	1483502575	1f	191
16901	3480	1483502575	in	191
16902	3480	1483502575	1f-right-3	187
16907	3480	1483502598	1f-left-3	168
16909	3480	1483502600	1f-left-2	160
16913	3480	1483502605	1f-right-2	151
16914	3480	1483502626	1f-right-1	125
16916	3480	1483502631	1f-left-1	79
17381	122441	1483507156	out	90
17627	122441	1483510582	out	1810
17629	122441	1483510598	in	1786
17632	122441	1483510606	1f	338
17633	122441	1483510612	1f-right-3	7
17634	122441	1483510617	1f-left-2	6
17635	122441	1483510619	1f-right-2	296
17694	122441	1483511222	2f	1026
17699	122441	1483511305	2f-left-1	902
17701	122441	1483511340	2f-right-1	608
17714	122441	1483511549	2f-stair	699
17755	122441	1483511948	2f-right-2	207
17757	122441	1483511972	2f-left-2	221
17770	122441	1483512281	1f-left-1	36
17771	122441	1483512281	1f	85
17772	122441	1483512281	1f-right-1	27
17774	122441	1483512295	1f-right-2	70
18507	24625	1483520444	out	30
18814	49461	1483523361	out	198
19025	262507	1483525510	out	188
19199	262507	1483527114	out	17
20712	3480	1483583565	out	1389
20725	3480	1483584246	in	682
20726	3480	1483584246	1f	682
20730	3480	1483584250	1f-left-3	667
20731	3480	1483584250	1f-right-2	665
20732	3480	1483584252	1f-left-2	668
20733	3480	1483584253	1f-right-3	673
20739	3480	1483584299	1f-right-1	585
20741	3480	1483584304	1f-left-1	604
20754	3480	1483584421	2f	399
20760	3480	1483584520	2f-stair	288
20761	3480	1483584525	2f-left-1	295
20763	3480	1483584531	2f-left-2	153
20771	3480	1483584677	2f-right-2	90
20840	3480	1483586554	out	30
20995	71645	1483588883	out	296
20998	71645	1483588923	in	221
20999	71645	1483588928	1f-right-3	215
21000	71645	1483588928	1f	217
21001	71645	1483588937	1f-left-3	208
21002	71645	1483588943	1f-right-2	126
21003	71645	1483588944	1f-left-2	193
21006	71645	1483588955	1f-right-1	15
21007	71645	1483588971	1f-left-1	9
21263	1790	1483591361	out	18
21414	29196	1483592797	out	124
21537	1790	1483594741	out	304
22931	1790	1483609223	out	4720
23180	12591	1483611122	out	168
23473	12591	1483613689	out	1644
23483	12591	1483613743	in	1242
23484	12591	1483613743	1f	1242
23486	12591	1483613749	1f-left-3	91
23489	12591	1483613771	1f-right-2	68
23490	12591	1483613773	1f-left-2	72
23491	12591	1483613774	1f-right-3	67
23495	12591	1483613786	1f-left-1	59
23504	12591	1483613800	1f-right-1	43
23520	12591	1483613865	2f	1116
23521	12591	1483613865	2f-stair	767
23527	12591	1483613905	2f-left-1	726
23528	12591	1483613909	2f-right-2	587
23529	12591	1483613910	2f-left-2	625
23597	103743	1483614522	out	267
23614	103743	1483614564	in	224
23615	103743	1483614564	2f-stair	212
23616	103743	1483614564	2f	212
23617	12591	1483614565	1f-right-1	99
23642	12591	1483614644	1f-left-3	341
23643	12591	1483614657	1f-right-2	311
23644	12591	1483614657	1f-left-2	234
23645	12591	1483614657	1f-left-1	9
23651	12591	1483614667	1f-right-3	318
24168	3016	1483619018	out	353
24354	3016	1483620843	out	2887
24367	3016	1483620921	1f	23
24368	3016	1483620921	in	42
25406	125927	1483673459	out	21
26055	1986	1483680470	out	53
26870	4338	1483687075	out	74
26904	24779	1483687409	out	12
26973	36238	1483688007	out	511
28280	51263	1483697951	out	362
29998	4746	1483709932	out	368
30144	236392	1483746263	out	71
30412	254943	1483753615	out	8
30512	4746	1483755419	out	145
31333	51135	1483764314	out	79
31471	96798	1483765034	out	620
32155	22063	1483770810	out	112
32220	250534	1483771428	out	993
32231	250534	1483771518	1f	786
32232	250534	1483771518	in	786
32237	47042	1483771570	out	957
32238	250534	1483771579	2f	224
32239	250534	1483771579	2f-left-1	44
32240	250534	1483771579	2f-stair	224
32292	47042	1483771753	in	691
32293	47042	1483771753	1f-right-3	691
32294	47042	1483771753	1f	691
32313	47042	1483771801	1f-left-2	466
32315	47042	1483771801	1f-right-2	465
32322	47042	1483771816	1f-right-1	7
32335	47042	1483771849	2f	297
32336	47042	1483771849	2f-stair	80
32347	250534	1483771889	1f-right-2	310
32352	250534	1483771907	1f-left-2	397
32360	250534	1483771950	1f-right-3	159
32361	250534	1483771950	1f-left-3	159
32366	47042	1483772024	2f-left-1	121
32372	250534	1483772261	1f-left-1	43
32465	40036	1483773161	out	30
32544	274228	1483774325	out	1285
32553	274228	1483774374	1f	108
32554	274228	1483774374	in	1106
32560	40036	1483774440	out	18
32571	274228	1483774554	2f-right-1	232
32572	274228	1483774554	2f	674
32575	274228	1483774565	2f-left-1	614
32588	274228	1483774700	2f-left-2	518
32589	274228	1483774703	2f-right-2	500
32623	274228	1483774927	2f-stair	301
32663	274228	1483775387	1f	93
32839	103503	1483777273	out	1612
32856	103503	1483777418	1f-right-2	340
32857	103503	1483777418	1f-left-2	333
32858	103503	1483777418	1f-left-3	114
32859	103503	1483777418	1f-right-3	226
32860	103503	1483777418	in	1369
32861	103503	1483777418	1f	364
32864	103503	1483777460	1f-right-1	292
32884	217826	1483777521	out	811
