visit_id	wifi_id	date	indices
v29910	57848	17186	87514;87515;87516;87527;87592;87593;87602;87671;88165;88168;88219
v30323	59110	17250	352467;352468;352469;352470;352485;352494;352513;352523
v30782	60487	17255	369487;369488;369492;369494;369495;369496;369510;369511;369513;369524
v30874	60746	17292	437890;437891;437892;437893;437894;437895;437896;437900;437901;437909;437925;437928
v30893	60824	17187	91483;91484;91485;91486;91638;91639;91652;91787;91788;91789
v30930	60931	17186	86077;86078;86091;86093;86112;86113;86118;86136;86243;86265
v30961	61046	17305	455246;455247;455248;455249;455270;455271;455272;455405;455406;455407;455408
v31072	61432	17183	74818;74819;74827;74829;74844;74908;74915;74919;74925;74972;74973
v31389	62448	17240	319139;319140;319141;319143;319144;319145;319146;319163;319164;319166
v31487	62699	17198	139879;139880;139881;139882;139930;139984;139986;139987;140322;140323;140587;140588
v31560	62941	17201	154611;154612;154621;154718;154719;154731;154911;154937;154939
v31667	63312	17239	313848;313849
v31668	63312	17241	322961;322962;322963;322964;322969;322970;322971;322972
v31872	63985	17316	478681;478682;478717;478799;478800;478813;478815;478868;479047;479048
v32075	64623	17170	23638;23639;23648;23696;23717;23718;23719;23772;23830;23835;23836
v32134	64830	17314	472779;472780;472781;472828;472873;472878;472916;472919;472920;473045;473076
v32212	65055	17315	475052;475053;475054;475072;475114;475417;475419;475420;475423;475439
v32268	65224	17186	85616;85618;85619;85620;85631;85692;85765;85790;85966;86115;86116
v32450	65819	17346	534542;534543;534544;534545;534552;534553;534554;534555;534565;534620
v32594	66292	17271	396070;396071;396072;396073;396095;396144;396145;396146;396147;396149;396150
v32648	66468	17256	369906;369907;369909;369911;369912;369913;369917;369918;369930;370145
v32771	66916	17224	257602;257603;257606;257609;257630;257631;257668;257669;257670;257683;257815
v32928	67450	17222	246852;246853;246854;246870;246880;246911;246956;246957;246967;247039
v33002	67713	17227	265663;265664;265665;265666;265674;265675;265688;265691;265692;265695
v33018	67764	17197	136026;136050;136051;136081;136099;136107;136186;136263;136353;136354;136369
v33045	67851	17322	489100;489101;489102;489103;489104;489105;489111;489112
v33127	68138	17209	193581;193582;193583;193584;193613;193641;193643;193644;193645;193660;193684
v33157	68233	17181	66442;66443;66446;66447;66513;66534;66540;66551;66601
v33216	68408	17169	21097;21098;21099;21101;21102
v33217	68408	17342	528206;528208;528210;528211
v33349	68855	17197	132933;132934;132936;132942;132951;132955;133016;133042;133046;133069
v33569	69603	17220	237494;237495;237499;237501;237511;237516;237517;237528;237536;237555
v33975	70930	17220	237287;237288;237290;237291;237293;237307;237315;237316
v34048	71175	17319	484436;484440;484441;484477;484478;484479;484480;484483;484488;484496
v34145	71488	17216	221915;221942;221943;221949;222007;222008;222009;222074;222117;222125;222126
v34254	71833	17250	353634;353635;353691;353878;353885;353899;353930;354019;354050;354088;354097
v34278	71918	17168	9581;9582;9583;9589;9614;9630;9700;9713;9722;9822
v34326	72067	17215	215521;215522;215523;215525;215526;215541;215544;215562;215563;215564;215579
v34334	72098	17239	313560;313561;313562;313563;313569;313571;313574;313575
v34341	72113	17203	164025;164026;164027;164041;164043;164052;164067;164068;164069;164085;164103
v34449	72428	17233	291332;291333;291334;291335;291340
v34450	72428	17320	486758;486759;486762;486763
v34655	73147	17187	92871;92872;92874;92903;92910;92911;92921;92922;93105
v34688	73256	17319	483447;483448;483449;483450;483452;483453;483454;483456
v34836	73818	17321	488369;488370;488377;488378;488379;488380;488420;488434;488435
v34915	74038	17219	233097;233118;233124;233165;233166;233168;233171;233187;233194;233197
v35148	74771	17215	217416;217533;217538;217539;217565;217610;217620;217687;217691;217696
v35303	75251	17309	462548;462549;462550;462551;462553;462557
v35492	75806	17206	180237;180245;180246;180252;180295;180296;180298;180299;180302;180334
v35549	75991	17220	235296;235297;235305;235313;235319;235349;235352;235382;235404
v35668	76417	17290	432958;433061;433076;433078;433083;433117;433118;433119;433124;433129
v35848	77033	17209	192330;192331;192341;192342;192365;192389;192415;192416;192417;192441
v35956	77425	17258	376162;376163;376164;376165;376197;376198;376200;376209;376226
v35994	77572	17248	347726;347727
v36020	77650	17346	533158;533159;533160;533201;533202;533203;533246;533247;533248;533249
v36140	78058	17286	422844;422845;422846;422848;422876;422902;422904;422934;423291;423295
v36272	78484	17256	371075;371076;371077;371078;371086;371088;371091;371095;371131;371132
v36563	79536	17323	491504;491505;491506;491507;491526;491544;491545;491546;491550;491599
v36701	80003	17285	422101;422102;422115;422116;422117;422118;422125;422127;422128
v36765	80192	17206	179523;179524;179528;179529;179567;179619;179670;179678
v36907	80638	17209	191222;191224;191230;191233;191271;191289;191364;191365;191366;191396
v37212	81643	17210	196163;196164;196165;196166;196171;196172;196173;196174;196179
v37317	82017	17326	495785;495786;495787;495788;495790;495797
v37345	82091	17208	188292;188293;188302;188372;188382;188383;188392;188400;188402;188444
v37462	82435	17230	277693;277694;277706;277716;277720;277721;277739;277740;277741;277742
v37468	82454	17277	408667;408668
v37679	83153	17234	292973;292974;293042;293066;293097
v37680	83153	17332	506351;506352;506357;506358
v37688	83173	17168	10467;10468;10469;10471;10516;10557;10637;10666;10667;10787
v37893	83829	17227	265793;265794;265795;265796;265797;265798;265801;265878;265902;265903
v37900	83848	17187	91753;91754;91765;91768;91771;91777;91824;91849;92229;92339
v38084	84473	17187	94623;94626;94629;94634;94642;94643;94648;94698;94716;94725
v38234	84992	17180	62889;62890;62891;62924;62981;62982;62983;63044;63045;63215
v38267	85104	17208	190343;190344;190348;190373;190376;190377;190462;190463;190484
v38312	85269	17219	233019;233030;233031;233033;233081;233084
v38451	85689	17219	232732;232733;232734;232735;232769;232774;232796;232809;232835
v38518	85935	17292	437462;437463;437467;437479;437482;437487;437493;437495;437496
v38582	86162	17197	133103;133104;133105;133220;133377;133608;133628;133629;133656
v38714	86635	17287	425864;425894;425895;425896;425903;425913;425923;425924;425925
v38841	87114	17194	118671;118672;118675;118676;118677;118703;118704;118709;118716
v39008	87681	17328	500166;500167;500168;500175;500189;500190;500220
v39066	87875	17227	268143;268144;268151;268170;268221
v39067	87875	17339	521304
v39295	88651	17174	40312;40313;40360;40361;40388;40413;40431;40432;40446
v39330	88766	17329	502269;502270;502271;502272
v39336	88777	17244	335248;335249;335250;335251;335305;335306;335358;335361;335437
v39372	88904	17239	315332;315333;315383;315384;315385;315437;315438;315593;315600
v39479	89242	17196	128606;128607;128699;128700;128702;128705;128807;128978;128986
v39489	89263	17207	182570;182571;182572;182573;182616
v39490	89263	17222	245091;245092
v39559	89541	17167	7658;7659;7675;7676;7677;7780;8281;8357
v39573	89601	17273	401332;401333;401339;401341;401667;401668;401672;401680
v39675	89958	17235	295550;295564;295565;295596;295652;295715;295716;295721;295722
v39752	90181	17186	89855;89856;89857;89873;89877;89878;89883;89884;89886
v39820	90392	17300	448294;448295;448296;448297;448299;448300;448336
v39842	90469	17313	469300;469301;469302;469384;469388;469389;469405
v40040	91159	17323	491848;491849;491850;491852;491853;491854;491855;491857
v40046	91188	17168	9092;9093
v40047	91188	17176	49580
v40204	91663	17199	143159;143160;143202;143235;143246;143262;143269;143270;143271
v40245	91798	17322	489532;489533;489534;489536;489567;489568;489569;489570;489571
v40522	92831	17179	59750;59751
v40610	93117	17260	385870;385872;385897;385898;385899;385904;385913;385991
v40681	93370	17203	165961;165962;165963;166052;166076;166092;166924;166925
v40695	93422	17222	246995;246996;246997;247010;247018;247026;247240;247251;247404
v40842	93950	17341	525630;525631;525632;525633;525637;525662;525663;525664
v40941	94317	17209	192693;192695;192748;192751;192759;192836;192886;192887
v40979	94470	17316	479646;479648;479726;479730;479731;479761;479762;479769;479790
v41114	94962	17198	141926;141931;141932
v41136	95018	17233	288741;288742;288763;288775;288779;288795;288833;288912;289030
v41192	95226	17203	166294;166296;166297;166306;166309;166318;166320;166324;166325
v41238	95339	17186	87627;87628;87638;87663;87666;87667;87954;88212;88216
v41604	96640	17286	422645;422646;422647;422648;422699;422700;422701;422710;422744
v41791	97252	17189	102786;102787;102788;102908;102916;102917;102918;103017;103138
v41811	97313	17240	317749;317750;317769;317776;317777;317794;317815
v41977	97857	17257	372693;372694;372736
v42150	98450	17289	428541;428579;428580;428614;428689;428690;428692;428693
v42226	98680	17259	381586;381587;381588;381891;381893;381904;381922;381979
v42419	99307	17291	433519;433520;433521;433522;433530;433553
v42442	99375	17169	17878;17879;17880;17897;17982;17983;17986;18040;18086
